,name,company,year,Price,kms_driven,fuel_type
742,Maruti Suzuki Swift,Maruti,2009,120000.0,90000.0,Diesel
743,Maruti Suzuki Swift,Maruti,2009,120000.0,90000.0,Diesel
744,Tata Indigo eCS,Tata,2016,130000.0,103642.39999999997,Diesel
745,Chevrolet Beat LS,Chevrolet,2014,189000.0,31000.0,Diesel
746,Mahindra Xylo E8,Mahindra,2011,365000.0,43000.0,Diesel
747,Hyundai Eon D,Hyundai,2013,170000.0,20000.0,Petrol
748,Tata Sumo Gold,Tata,2013,215000.0,100000.0,Petrol
749,Tata Nano,Tata,2013,74500.00000000001,7000.0,Petrol
750,Hyundai Elite i20,Hyundai,2017,599999.0,31000.0,Petrol
751,Hyundai i10 Magna,Hyundai,2009,400000.0,33000.0,Petrol
752,Hyundai Creta,Hyundai,2016,900000.0,60000.0,Diesel
753,Volkswagen Polo,Volkswagen,2013,299999.0,48000.0,Diesel
754,Maruti Suzuki Dzire,Maruti,2014,374999.0,33000.0,Petrol
755,Tata Bolt XM,Tata,2015,600000.0,15000.0,Petrol
756,Maruti Suzuki Alto,Maruti,2005,74500.00000000001,47000.0,Petrol
757,Maruti Suzuki Alto,Maruti,2005,100000.0,40000.0,Petrol
758,Maruti Suzuki Ritz,Maruti,2010,150000.0,38000.0,Diesel
759,Maruti Suzuki Alto,Maruti,2017,225000.0,12500.0,Petrol
760,Maruti Suzuki Dzire,Maruti,2009,210000.0,42000.0,Petrol
761,Hyundai i20 Asta,Hyundai,2014,425000.0,31000.0,Petrol
762,Maruti Suzuki Swift,Maruti,2008,162000.0,60000.0,Diesel
763,Tata Indica V2,Tata,2005,74500.00000000001,80000.0,Diesel
764,Mahindra Scorpio VLX,Mahindra,2014,650000.0,77000.0,Diesel
765,Toyota Innova 2.5,Toyota,2012,750000.0,75000.0,Diesel
766,Mahindra Xylo E8,Mahindra,2010,375000.0,40000.0,Diesel
767,Hyundai i20 Magna,Hyundai,2011,230000.0,47000.0,Petrol
768,Maruti Suzuki Omni,Maruti,2000,74500.00000000001,60000.0,Petrol
769,Mahindra KUV100,Mahindra,2016,380000.0,26500.0,Petrol
770,Mahindra KUV100 K8,Mahindra,2019,560000.0,3470.0000000000005,Petrol
771,Datsun Go Plus,Datsun,2016,285000.0,13900.0,Petrol
772,Ford Endeavor 4x4,Ford,2019,1085999.9999999963,9000.0,Diesel
773,Tata Indica V2,Tata,2005,74500.00000000001,80000.0,Diesel
774,Hyundai Santro Xing,Hyundai,2006,85000.0,60000.0,Petrol
775,Maruti Suzuki Wagon,Maruti,2016,395000.0,20000.0,Petrol
776,Maruti Suzuki Swift,Maruti,2008,175000.0,58000.0,Diesel
777,Maruti Suzuki Alto,Maruti,2019,400000.0,3470.0000000000005,Petrol
778,Toyota Innova 2.5,Toyota,2011,750000.0,75000.0,Diesel
779,Maruti Suzuki Alto,Maruti,2016,250000.0,3470.0000000000005,Petrol
780,Maruti Suzuki Alto,Maruti,2019,425000.0,3470.0000000000005,Petrol
781,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000.0,45000.0,Petrol
782,Mahindra Logan,Mahindra,2009,130000.0,65000.0,Diesel
783,Maruti Suzuki 800,Maruti,2000,74500.00000000001,33400.0,Petrol
784,Mahindra Scorpio,Mahindra,2011,475000.0,60123.0,Diesel
785,Chevrolet Sail 1.2,Chevrolet,2013,300000.0,28000.0,Petrol
786,Hyundai Santro AE,Hyundai,2003,74500.00000000001,70000.0,Petrol
787,Maruti Suzuki Wagon,Maruti,2006,100000.0,7000.0,Petrol
788,Hyundai Eon,Hyundai,2018,260000.0,25000.0,Petrol
789,Tata Manza,Tata,2015,100000.0,100000.0,Diesel
790,Toyota Etios G,Toyota,2013,265000.0,42000.0,Petrol
791,Hyundai Getz Prime,Hyundai,2009,115000.0,20000.0,Petrol
792,Toyota Qualis,Toyota,2003,180000.0,100000.0,Diesel
793,Hyundai Santro Xing,Hyundai,2004,74500.00000000001,103642.39999999997,Petrol
794,Tata Indica eV2,Tata,2016,74500.00000000001,91200.0,Diesel
795,Honda City 1.5,Honda,2009,270000.0,55000.0,Petrol
796,Tata Zest XE,Tata,2017,290000.0,103642.39999999997,Diesel
797,Mahindra Quanto C4,Mahindra,2013,325000.0,63000.0,Diesel
798,Tata Indigo eCS,Tata,2016,160000.0,103642.39999999997,Diesel
799,Maruti Suzuki Swift,Maruti,2016,350000.0,103642.39999999997,Diesel
800,Hyundai Elite i20,Hyundai,2011,290000.0,40000.0,Petrol
801,Hyundai i20 Select,Hyundai,2011,290000.0,40000.0,Petrol
802,Chevrolet Tavera Neo,Chevrolet,2007,465000.0,100800.0,Diesel
803,Maruti Suzuki Dzire,Maruti,2016,325000.0,103642.39999999997,Diesel
804,Hyundai Elite i20,Hyundai,2018,510000.0,3470.0000000000005,Petrol
805,Honda City VX,Honda,2016,860000.0,95000.0,Petrol
806,Maruti Suzuki Dzire,Maruti,2016,450000.0,3470.0000000000005,Diesel
807,Hyundai Getz,Hyundai,2006,125000.0,80000.0,Petrol
808,Mercedes Benz C,Mercedes,2006,500001.0,15000.0,Petrol
809,Maruti Suzuki Alto,Maruti,2005,95000.0,65000.0,Petrol
810,Maruti Suzuki Swift,Maruti,2009,250000.0,51000.0,Diesel
811,Skoda Fabia,Skoda,2009,110000.0,45000.0,Petrol
812,Maruti Suzuki Ritz,Maruti,2011,270000.0,50000.0,Petrol
813,Tata Indica V2,Tata,2009,110000.0,30000.0,Diesel
814,Toyota Corolla Altis,Toyota,2009,300000.0,103642.39999999997,Petrol
815,Tata Zest XM,Tata,2018,260000.0,27000.0,Diesel
816,Mahindra Quanto C8,Mahindra,2013,390000.0,40000.0,Diesel
